mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,param_model__gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.027423810958862305,0.0020729615734095563,0.015489673614501953,0.0022768776608153075,0.1,scale,"{'model__C': 0.1, 'model__gamma': 'scale'}",0.2773674681039202,0.33269331243469175,0.2974137931034483,0.2629631217838765,0.3355108556832695,0.30118971022184127,0.02902911232327093,11
0.024619054794311524,0.0031255754781696456,0.012528324127197265,0.0014196461396538298,0.1,0.001,"{'model__C': 0.1, 'model__gamma': 0.001}",0.49067860151252884,0.5126414236013268,0.47541618273325587,0.5137362637362637,0.5041835119864496,0.499331196713965,0.014525896575640233,9
0.03267149925231934,0.0047474484724648065,0.014431095123291016,0.002694080578512101,0.1,0.01,"{'model__C': 0.1, 'model__gamma': 0.01}",0.1015625,0.10209424083769633,0.10209424083769633,0.10209424083769633,0.1603942652329749,0.11364789754921278,0.02337409110862155,15
0.03514728546142578,0.0014101813141134275,0.01826481819152832,0.0032503095061246997,0.1,0.1,"{'model__C': 0.1, 'model__gamma': 0.1}",0.1015625,0.10209424083769633,0.10209424083769633,0.10209424083769633,0.10209424083769633,0.10198789267015707,0.00021269633507853267,18
0.03235611915588379,0.004196514295705578,0.016650629043579102,0.004012759600389507,0.1,1,"{'model__C': 0.1, 'model__gamma': 1}",0.1015625,0.10209424083769633,0.10209424083769633,0.10209424083769633,0.10209424083769633,0.10198789267015707,0.00021269633507853267,18
0.0274716854095459,0.008045570717600243,0.017424631118774413,0.006859908987714036,1.0,scale,"{'model__C': 1, 'model__gamma': 'scale'}",0.412304014453558,0.4469494401459599,0.4687832778416546,0.40043706293706294,0.5521280216205395,0.45612036339975504,0.05381900790226848,10
0.023726940155029297,0.003761122560841801,0.01513204574584961,0.004969141846343405,1.0,0.001,"{'model__C': 1, 'model__gamma': 0.001}",0.6251816087880935,0.645213230861965,0.6394831294831296,0.6906186640363855,0.7178597773534482,0.6636712821046042,0.034841859150276815,4
0.03299980163574219,0.006898251221216697,0.014678859710693359,0.0032720586872066245,1.0,0.01,"{'model__C': 1, 'model__gamma': 0.01}",0.46487434904207525,0.5073603549102641,0.5199698851872765,0.5187029919557961,0.509366376504889,0.5040547915200602,0.020209437100474435,8
0.0398104190826416,0.004459956047323345,0.014832115173339844,0.0038883676537116046,1.0,0.1,"{'model__C': 1, 'model__gamma': 0.1}",0.1015625,0.10209424083769633,0.10209424083769633,0.11614509246088194,0.1641821440208537,0.11721564363142567,0.024121910326859893,14
0.03545846939086914,0.004398174953052441,0.01720438003540039,0.002886802942863554,1.0,1,"{'model__C': 1, 'model__gamma': 1}",0.1015625,0.10209424083769633,0.10209424083769633,0.10209424083769633,0.10209424083769633,0.10198789267015707,0.00021269633507853267,18
0.0287045955657959,0.005417810973290077,0.018259811401367187,0.00519865414927486,10.0,scale,"{'model__C': 10, 'model__gamma': 'scale'}",0.5525311894229336,0.6295496672002696,0.6358228382407703,0.5609097127222983,0.7245549462047377,0.6206736707582018,0.062152599976667416,5
0.042660093307495116,0.00630183595057246,0.018849515914916994,0.003837694562679434,10.0,0.001,"{'model__C': 10, 'model__gamma': 0.001}",0.6794665437302423,0.6861696392862822,0.664656432748538,0.7193402777777778,0.7502253246514365,0.6999716436388553,0.030850267455436862,2
0.0399132251739502,0.009189940061153885,0.017550134658813478,0.004454815752135302,10.0,0.01,"{'model__C': 10, 'model__gamma': 0.01}",0.5316748310169362,0.5287778919134851,0.5840424978458437,0.5636177673874927,0.5239190548014078,0.5464064085930331,0.023435746817835935,6
0.041934633255004884,0.004951233973583352,0.01520709991455078,0.0022181160300934538,10.0,0.1,"{'model__C': 10, 'model__gamma': 0.1}",0.1015625,0.10209424083769633,0.10209424083769633,0.11614509246088194,0.17484984984984986,0.1193491847972249,0.028292834312427066,12
0.036087560653686526,0.004551938266159497,0.014063215255737305,0.0011749895790415807,10.0,1,"{'model__C': 10, 'model__gamma': 1}",0.1015625,0.10209424083769633,0.10209424083769633,0.11614509246088194,0.1165204678362573,0.10768330839450639,0.007065929865153316,16
0.020434761047363283,0.002142264063462012,0.012007331848144532,0.0019239221925678798,100.0,scale,"{'model__C': 100, 'model__gamma': 'scale'}",0.687045950165058,0.7494714474656707,0.7701203318879503,0.6775549753238541,0.8007760619944567,0.736993753367398,0.04764241246690834,1
0.03997745513916016,0.009039249571563173,0.015783357620239257,0.004607521238741186,100.0,0.001,"{'model__C': 100, 'model__gamma': 0.001}",0.691806287319986,0.6607267570452502,0.6710155122655123,0.716846657316503,0.7495751952192757,0.6979940818333054,0.03215903099972916,3
0.03834433555603027,0.0021407391203714723,0.019576835632324218,0.006022619087719275,100.0,0.01,"{'model__C': 100, 'model__gamma': 0.01}",0.5316748310169362,0.5287778919134851,0.5840424978458437,0.5636177673874927,0.5239190548014078,0.5464064085930331,0.023435746817835935,6
0.05826559066772461,0.006856919811564301,0.0334134578704834,0.01153353414791308,100.0,0.1,"{'model__C': 100, 'model__gamma': 0.1}",0.1015625,0.10209424083769633,0.10209424083769633,0.11614509246088194,0.17484984984984986,0.1193491847972249,0.028292834312427066,12
0.04531526565551758,0.013400082101720086,0.017854022979736327,0.004681750708196678,100.0,1,"{'model__C': 100, 'model__gamma': 1}",0.1015625,0.10209424083769633,0.10209424083769633,0.11614509246088194,0.1165204678362573,0.10768330839450639,0.007065929865153316,16
