mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,param_model__gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.02539820671081543,0.005183951472758664,0.013997507095336915,0.0011075466136009151,0.1,scale,"{'model__C': 0.1, 'model__gamma': 'scale'}",0.3468070629061341,0.30055564354344844,0.26678897280697056,0.2592256443320273,0.32811417406866206,0.30029829953144854,0.03390189421112444,11
0.027597427368164062,0.0037289312087553017,0.01599888801574707,0.0015497739592005505,0.1,0.001,"{'model__C': 0.1, 'model__gamma': 0.001}",0.4568670976178173,0.5358243196166232,0.509327973613688,0.4494900791911399,0.49458097373634113,0.48921808875512196,0.032342572967975,9
0.03253660202026367,0.002406149592620075,0.014602565765380859,0.0028641329456072307,0.1,0.01,"{'model__C': 0.1, 'model__gamma': 0.01}",0.1015625,0.18149236192714455,0.13943768996960487,0.1720720720720721,0.10209424083769633,0.13933177296130358,0.03365295067272398,12
0.03774027824401856,0.005464069134002231,0.014812278747558593,0.002535872816624101,0.1,0.1,"{'model__C': 0.1, 'model__gamma': 0.1}",0.1015625,0.11459424083769633,0.10209424083769633,0.10209424083769633,0.10209424083769633,0.10448789267015708,0.0050573689373677455,18
0.03676457405090332,0.005761316700591535,0.017795038223266602,0.002382608060466503,0.1,1,"{'model__C': 0.1, 'model__gamma': 1}",0.1015625,0.1015625,0.10209424083769633,0.10209424083769633,0.10209424083769633,0.10188154450261781,0.00026049874555121984,19
0.01881413459777832,0.002494323818317305,0.014300680160522461,0.002363160421007244,1.0,scale,"{'model__C': 1, 'model__gamma': 'scale'}",0.4540289015298732,0.49940231672892765,0.4957419480330104,0.4693391111740693,0.45433173269307725,0.4745688020317916,0.0196152069492921,10
0.02531576156616211,0.00432580830309237,0.015295600891113282,0.00427551155990981,1.0,0.001,"{'model__C': 1, 'model__gamma': 0.001}",0.6565808512502973,0.64431023884791,0.7213229107064724,0.6806209029201005,0.6774733768464445,0.6760616561142451,0.026302148622091574,4
0.03508381843566895,0.003266060592830782,0.013678216934204101,0.0009240787656185697,1.0,0.01,"{'model__C': 1, 'model__gamma': 0.01}",0.482219289891213,0.5908760196921563,0.4815461870393707,0.5060680096395809,0.4940835480309165,0.5109586108586475,0.04095489520186806,8
0.036745977401733396,0.003888670350710452,0.018249034881591797,0.0023028499478362358,1.0,0.1,"{'model__C': 1, 'model__gamma': 0.1}",0.11560775435120985,0.1502350321622959,0.1291881166881167,0.13943768996960487,0.10209424083769633,0.12731256680178474,0.017023174300634478,15
0.03897676467895508,0.0024711265177705184,0.01842789649963379,0.004691561038084028,1.0,1,"{'model__C': 1, 'model__gamma': 1}",0.1015625,0.1015625,0.10209424083769633,0.10209424083769633,0.10209424083769633,0.10188154450261781,0.00026049874555121984,19
0.0280092716217041,0.005487530881290121,0.014590167999267578,0.0034696434841524518,10.0,scale,"{'model__C': 10, 'model__gamma': 'scale'}",0.5934234244016853,0.6534697117063732,0.6470764827863477,0.6080852816973942,0.6042135614889846,0.621253692416157,0.024261019442887923,5
0.03896064758300781,0.008808103524324198,0.015330123901367187,0.005348439722931382,10.0,0.001,"{'model__C': 10, 'model__gamma': 0.001}",0.7331352403975289,0.7112862700362701,0.7676113360323886,0.715844468726233,0.6921878053546999,0.7240130241094241,0.025399085604060335,3
0.036968660354614255,0.0028589871133062796,0.01665339469909668,0.0009293760084105282,10.0,0.01,"{'model__C': 10, 'model__gamma': 0.01}",0.5498167592962717,0.6162269694878391,0.5492475845223374,0.5634287999390639,0.5235327766025832,0.560450577969619,0.030729090049744157,6
0.041619396209716795,0.0067497116587205775,0.013857793807983399,0.0019683931478935842,10.0,0.1,"{'model__C': 10, 'model__gamma': 0.1}",0.11560775435120985,0.16109625668449198,0.14162716167127168,0.13943768996960487,0.10209424083769633,0.13197262070285495,0.020773300302710865,13
0.03698744773864746,0.0032704740439740212,0.01647839546203613,0.0010682094970900391,10.0,1,"{'model__C': 10, 'model__gamma': 1}",0.11560775435120985,0.1015625,0.11614509246088194,0.10209424083769633,0.10209424083769633,0.10750076569749689,0.006843561526529248,16
0.022983551025390625,0.004882376740334332,0.012385416030883788,0.0013617370047540817,100.0,scale,"{'model__C': 100, 'model__gamma': 'scale'}",0.728221878927524,0.7040620341703933,0.7497865456220616,0.7772110484164543,0.7553839221341023,0.7429330858541071,0.024917263977100656,1
0.03109149932861328,0.0030173921492811584,0.011865806579589844,0.0006926529633672067,100.0,0.001,"{'model__C': 100, 'model__gamma': 0.001}",0.7136010697757685,0.7046248880459407,0.8009446693657221,0.7222842231756477,0.6982474962922751,0.7279404693310708,0.037396560540838175,2
0.03549909591674805,0.004863644825733954,0.01819319725036621,0.00304002504850958,100.0,0.01,"{'model__C': 100, 'model__gamma': 0.01}",0.5498167592962717,0.6162269694878391,0.5492475845223374,0.5634287999390639,0.5235327766025832,0.560450577969619,0.030729090049744157,6
0.03654813766479492,0.003095430893405606,0.016951799392700195,0.004611430603111961,100.0,0.1,"{'model__C': 100, 'model__gamma': 0.1}",0.11560775435120985,0.16109625668449198,0.14162716167127168,0.13943768996960487,0.10209424083769633,0.13197262070285495,0.020773300302710865,13
0.029026079177856445,0.0038382468064879836,0.013889312744140625,0.0025310575602662602,100.0,1,"{'model__C': 100, 'model__gamma': 1}",0.11560775435120985,0.1015625,0.11614509246088194,0.10209424083769633,0.10209424083769633,0.10750076569749689,0.006843561526529248,16
