mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,param_model__gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.02809934616088867,0.004897647407887228,0.015467166900634766,0.007285267834848119,0.1,scale,"{'model__C': 0.1, 'model__gamma': 'scale'}",0.5929132915520985,0.5674881898414326,0.603768395066829,0.6178761884880344,0.6541835357624832,0.6072459201421756,0.028685665084993567,16
0.02834153175354004,0.0013383874751160146,0.016875791549682616,0.0015988393602047015,0.1,0.001,"{'model__C': 0.1, 'model__gamma': 0.001}",0.1015625,0.10209424083769633,0.10209424083769633,0.10209424083769633,0.2299245283018868,0.12755395016299514,0.05118570336891446,20
0.025237083435058594,0.0030225012152930077,0.015012979507446289,0.0012431311706837759,0.1,0.01,"{'model__C': 0.1, 'model__gamma': 0.01}",0.5463194164011904,0.41811566811566814,0.4425086462450593,0.43718243111197963,0.4511440940012368,0.45905405117502684,0.044957492782717726,17
0.028857088088989256,0.002132160173795029,0.013994264602661132,0.0030075656317234034,0.1,0.1,"{'model__C': 0.1, 'model__gamma': 0.1}",0.6226584247179212,0.5707268269021333,0.587452295511506,0.6216389268885849,0.6939393939393939,0.6192831735919079,0.042335367563203774,15
0.02723546028137207,0.0027489467108994733,0.01585726737976074,0.002805361044518104,0.1,1,"{'model__C': 0.1, 'model__gamma': 1}",0.32889717357378184,0.11562816616008105,0.34638329604772555,0.14945652173913043,0.1989795918367347,0.2278689498714907,0.0936306036031435,19
0.019794178009033204,0.003699791031637738,0.011442327499389648,0.001802419257366274,1.0,scale,"{'model__C': 1, 'model__gamma': 'scale'}",0.7373752136540415,0.7702237914728607,0.7237664828026273,0.8105747277836318,0.7967674953434447,0.7677415422113212,0.033284437994184186,9
0.027590274810791016,0.002875852635834534,0.01458582878112793,0.0035122650167228402,1.0,0.001,"{'model__C': 1, 'model__gamma': 0.001}",0.4821705426356589,0.45812125658117175,0.4034711428096871,0.4035742525161826,0.4554265505621726,0.4405527490209746,0.03163661770321858,18
0.021321868896484374,0.0027039259520523352,0.0125518798828125,0.004699752468928304,1.0,0.01,"{'model__C': 1, 'model__gamma': 0.01}",0.7051791961970924,0.728284370398917,0.6813046233689273,0.7360717846460618,0.7164285334184759,0.7134537016058949,0.019195867851286737,10
0.01683645248413086,0.004118692836661525,0.008129119873046875,0.0005319052990347981,1.0,0.1,"{'model__C': 1, 'model__gamma': 0.1}",0.7504704517492795,0.7665885801961752,0.7140626437532988,0.8179312796607318,0.8101474088499405,0.7718400728418852,0.038507977175613516,8
0.029598474502563477,0.003910024000165396,0.012348270416259766,0.0026117094653954043,1.0,1,"{'model__C': 1, 'model__gamma': 1}",0.6800348609794531,0.678750276277983,0.6878814067046448,0.731434144213995,0.6671611202842326,0.6890523616920616,0.0222002763887107,14
0.024183320999145507,0.009243788805798412,0.010968017578125,0.004777683595884924,10.0,scale,"{'model__C': 10, 'model__gamma': 'scale'}",0.8272369548033199,0.8285826312142102,0.7896766296766297,0.8528920331651045,0.8433666002161188,0.8283509698150766,0.021562616855499435,3
0.016353940963745116,0.00264104270271183,0.011863136291503906,0.002463330313327748,10.0,0.001,"{'model__C': 10, 'model__gamma': 0.001}",0.6985245647369033,0.7346717435937932,0.6853601039647551,0.7419584736251402,0.7065638278158209,0.7134157427472825,0.021551426153334344,11
0.014908027648925782,0.005173758566434404,0.009479141235351563,0.002691813188490461,10.0,0.01,"{'model__C': 10, 'model__gamma': 0.01}",0.7425487987987989,0.8334317182711972,0.7606856540084388,0.8186484677448533,0.8427115114140431,0.7996052300474663,0.040336577561056,6
0.017707157135009765,0.004266156595222175,0.01134648323059082,0.004828920925633409,10.0,0.1,"{'model__C': 10, 'model__gamma': 0.1}",0.796991341991342,0.8219298207561119,0.7710045999519684,0.8420687941617367,0.8310580477425071,0.8126105209207333,0.025573274595525802,5
0.026627588272094726,0.003993516888970265,0.011458158493041992,0.0019300485225103741,10.0,1,"{'model__C': 10, 'model__gamma': 1}",0.7005387740681858,0.7028697952610996,0.6812723292993672,0.7371515627603609,0.6591621458710066,0.696198921452004,0.025826264178027438,12
0.02610945701599121,0.004309595559356587,0.007829523086547852,0.0022379407322265523,100.0,scale,"{'model__C': 100, 'model__gamma': 'scale'}",0.8259766328082058,0.8265561054535072,0.7829448882080462,0.839186564535092,0.8695463320463321,0.8288421046102368,0.027870533459439305,2
0.015456342697143554,0.004138934429871753,0.007239437103271485,0.0002895854321411048,100.0,0.001,"{'model__C': 100, 'model__gamma': 0.001}",0.7543093607305935,0.791710758377425,0.7118453918123704,0.8174055124608021,0.8168667377111748,0.7784275522184732,0.04046768383993861,7
0.0145965576171875,0.0019649595826211662,0.007622623443603515,0.0011359746333017193,100.0,0.01,"{'model__C': 100, 'model__gamma': 0.01}",0.8399686228129896,0.8506191879776157,0.8159137259137259,0.8184576357179096,0.8625811688311689,0.8375080682506819,0.018087845436196428,1
0.019965457916259765,0.002455908472983749,0.00718998908996582,0.0007041051008607043,100.0,0.1,"{'model__C': 100, 'model__gamma': 0.1}",0.8145052867936503,0.8071862348178137,0.7640897698792436,0.8668141059113744,0.844644633046568,0.81944800608973,0.03497923168800789,4
0.026276445388793944,0.00561582602237551,0.010606145858764649,0.0018679540080588416,100.0,1,"{'model__C': 100, 'model__gamma': 1}",0.7005387740681858,0.7028697952610996,0.6812723292993672,0.7371515627603609,0.6591621458710066,0.696198921452004,0.025826264178027438,12
