mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,param_model__gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.02359929084777832,0.002766575584615137,0.014791345596313477,0.0032219964533010993,0.1,scale,"{'model__C': 0.1, 'model__gamma': 'scale'}",0.32218056808947404,0.25328211536384815,0.28373770125223613,0.33600822389391816,0.2902979066022544,0.29710130304034615,0.02928382246286743,11
0.026007366180419923,0.004488624509546336,0.014764165878295899,0.0012590294912422975,0.1,0.001,"{'model__C': 0.1, 'model__gamma': 0.001}",0.5022993965892993,0.47995960204144106,0.5356995418046545,0.4660839160839161,0.41514151389790177,0.47983679408344254,0.039999627767392854,9
0.02962212562561035,0.0022824535056522335,0.015148591995239259,0.002589729320709328,0.1,0.01,"{'model__C': 0.1, 'model__gamma': 0.01}",0.11428936278891584,0.1015625,0.10209424083769633,0.10209424083769633,0.10209424083769633,0.10442691706040097,0.004935521369090242,17
0.03804774284362793,0.0034991963619896847,0.015191650390625,0.0028021996548817083,0.1,0.1,"{'model__C': 0.1, 'model__gamma': 0.1}",0.11428936278891584,0.1015625,0.10209424083769633,0.10209424083769633,0.10209424083769633,0.10442691706040097,0.004935521369090242,17
0.034749603271484374,0.008490419627096936,0.01586923599243164,0.003281769535751343,0.1,1,"{'model__C': 0.1, 'model__gamma': 1}",0.1015625,0.1015625,0.10209424083769633,0.10209424083769633,0.10209424083769633,0.10188154450261781,0.00026049874555121984,19
0.020673036575317383,0.004811111516467603,0.01270914077758789,0.0025988587746596415,1.0,scale,"{'model__C': 1, 'model__gamma': 'scale'}",0.45533916269210384,0.3943109861714513,0.4083564674156417,0.4424486090536044,0.4536484376917138,0.43082073260490306,0.02487999131553716,10
0.022085809707641603,0.003963497294178163,0.009550142288208007,0.0007259375442656283,1.0,0.001,"{'model__C': 1, 'model__gamma': 0.001}",0.6647161619450777,0.6788053580420041,0.6973966090431953,0.684848416221276,0.6746532716927454,0.6800839633888598,0.010860241944742012,4
0.03445615768432617,0.0026318780432416683,0.012803030014038087,0.002258348647702546,1.0,0.01,"{'model__C': 1, 'model__gamma': 0.01}",0.5290424609159547,0.549086030075987,0.5561507936507937,0.483569898460113,0.4681604596238742,0.5172019285453445,0.035241984484043226,8
0.03606514930725098,0.00283671229921304,0.01678438186645508,0.0006329907112883661,1.0,0.1,"{'model__C': 1, 'model__gamma': 0.1}",0.11428936278891584,0.11560775435120985,0.10209424083769633,0.11668811668811668,0.10209424083769633,0.110154743100727,0.006625085290936222,12
0.03406038284301758,0.005161713854538751,0.0169952392578125,0.002302753048482216,1.0,1,"{'model__C': 1, 'model__gamma': 1}",0.1015625,0.1015625,0.10209424083769633,0.10209424083769633,0.10209424083769633,0.10188154450261781,0.00026049874555121984,19
0.027959823608398438,0.00944561464947959,0.016156721115112304,0.00485574846477351,10.0,scale,"{'model__C': 10, 'model__gamma': 'scale'}",0.6200980392156863,0.6521198830409357,0.6502131766197101,0.5419319240173843,0.5949265168703071,0.6118579079528048,0.04083226241359263,5
0.04378957748413086,0.008051583620570945,0.019367218017578125,0.004466496137866821,10.0,0.001,"{'model__C': 10, 'model__gamma': 0.001}",0.7015964601163398,0.7692642134974303,0.7172819240435953,0.6861051022762954,0.7656001104368859,0.7279695620741093,0.033715591390233196,3
0.042292308807373044,0.00818592346580751,0.01548910140991211,0.0010842242313162712,10.0,0.01,"{'model__C': 10, 'model__gamma': 0.01}",0.5230994152046784,0.5825956937799044,0.5738276589235762,0.532866562476392,0.5298985618900873,0.5484575784549277,0.024656054913348893,6
0.038670825958251956,0.0025139394283660256,0.015549659729003906,0.0027243027069989998,10.0,0.1,"{'model__C': 10, 'model__gamma': 0.1}",0.11428936278891584,0.11560775435120985,0.10209424083769633,0.11668811668811668,0.10209424083769633,0.110154743100727,0.006625085290936222,12
0.03793478012084961,0.0027424404671736115,0.013564586639404297,0.001764158907164773,10.0,1,"{'model__C': 10, 'model__gamma': 1}",0.1015625,0.11560775435120985,0.10209424083769633,0.11614509246088194,0.10209424083769633,0.10750076569749689,0.006843561526529249,15
0.019227218627929688,0.0014573989106566353,0.011104631423950195,0.0011823867034257585,100.0,scale,"{'model__C': 100, 'model__gamma': 'scale'}",0.718049863123869,0.7606286932307927,0.7145479740029239,0.7221543659043659,0.7595957806446367,0.7349953353813177,0.020651319842893343,1
0.028408384323120116,0.0016846215965491452,0.01167917251586914,0.0024787671099316642,100.0,0.001,"{'model__C': 100, 'model__gamma': 0.001}",0.7076733347157509,0.7633392192602719,0.7188363296820094,0.6861051022762954,0.7710377043710377,0.729398338061073,0.03269145545656715,2
0.035658979415893556,0.0022549826973451035,0.014931726455688476,0.002328141686073307,100.0,0.01,"{'model__C': 100, 'model__gamma': 0.01}",0.5230994152046784,0.5825956937799044,0.5738276589235762,0.532866562476392,0.5298985618900873,0.5484575784549277,0.024656054913348893,6
0.0432492733001709,0.003649116687042974,0.01583271026611328,0.002562471288275798,100.0,0.1,"{'model__C': 100, 'model__gamma': 0.1}",0.11428936278891584,0.11560775435120985,0.10209424083769633,0.11668811668811668,0.10209424083769633,0.110154743100727,0.006625085290936222,12
0.030451107025146484,0.003724713413279585,0.014365100860595703,0.003621394805708922,100.0,1,"{'model__C': 100, 'model__gamma': 1}",0.1015625,0.11560775435120985,0.10209424083769633,0.11614509246088194,0.10209424083769633,0.10750076569749689,0.006843561526529249,15
