mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,param_model__gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.029484987258911133,0.00440296894927856,0.019438648223876955,0.00651358584288767,0.1,scale,"{'model__C': 0.1, 'model__gamma': 'scale'}",0.5030467384973791,0.5989161867269325,0.5613240989763691,0.5335141339050593,0.6058613069556982,0.5605324930122877,0.03889277479865338,16
0.027200746536254882,0.007009024433848178,0.013206195831298829,0.0027873232365045997,0.1,0.001,"{'model__C': 0.1, 'model__gamma': 0.001}",0.1015625,0.10209424083769633,0.10209424083769633,0.10209424083769633,0.2552521008403361,0.13261946467068503,0.06131666393181608,20
0.029463958740234376,0.0046552399460600925,0.015979480743408204,0.0040179606026395955,0.1,0.01,"{'model__C': 0.1, 'model__gamma': 0.01}",0.3633070732789834,0.5070251930796916,0.46884326562048717,0.4294824236000707,0.5078023697742007,0.45529206507068665,0.05430406978810033,17
0.024412059783935548,0.004369120228761527,0.016670083999633788,0.004570220417299001,0.1,0.1,"{'model__C': 0.1, 'model__gamma': 0.1}",0.5165021929824561,0.6286226727717735,0.5733978743554667,0.5563815048262842,0.6057644110275688,0.5761337311927098,0.03895284812167561,15
0.028805017471313477,0.004073976826824704,0.016241455078125,0.0032118629072965185,0.1,1,"{'model__C': 0.1, 'model__gamma': 1}",0.2534567901234568,0.3362932604735883,0.2268448795180723,0.24940207281424395,0.2161764705882353,0.2564346947035193,0.04226582067061577,19
0.018186044692993165,0.003182070803650068,0.010540342330932618,0.0009329665940655639,1.0,scale,"{'model__C': 1, 'model__gamma': 'scale'}",0.7191663779623405,0.7288539530644794,0.7446783407848983,0.7238610026094426,0.8060405558127841,0.744520046046789,0.03193690407508194,9
0.024070072174072265,0.004768256227528493,0.016034650802612304,0.004018847205772117,1.0,0.001,"{'model__C': 1, 'model__gamma': 0.001}",0.3995247995247995,0.49633928571428576,0.40205824121432104,0.42740958814490243,0.4798185941043084,0.44103010174052343,0.039976661659522635,18
0.019375705718994142,0.0023876890032287893,0.011254692077636718,0.0007604546106631516,1.0,0.01,"{'model__C': 1, 'model__gamma': 0.01}",0.6696600488552543,0.6583216619981326,0.6919966846011294,0.6226142384019882,0.779695360945361,0.6844575989603732,0.05263786670329635,11
0.019478034973144532,0.004841852987135728,0.009431934356689453,0.0018869017148199065,1.0,0.1,"{'model__C': 1, 'model__gamma': 0.1}",0.7229810449747158,0.7424995415367688,0.7595539481615432,0.7456508583941893,0.7913184874916505,0.7524007761117735,0.02269304979460098,8
0.026784706115722656,0.005203554677120932,0.011046361923217774,0.0014293976134779087,1.0,1,"{'model__C': 1, 'model__gamma': 1}",0.6857180131757086,0.6853553921568627,0.6600333862710377,0.6898915230513516,0.6759929078014185,0.6793982444912758,0.010697009220664461,14
0.013713932037353516,0.0012999947490771999,0.008962583541870118,0.00240222254503902,10.0,scale,"{'model__C': 10, 'model__gamma': 'scale'}",0.816017434438487,0.8494277292042252,0.8094074474828952,0.8091193893825472,0.8433969539232697,0.8254737908862848,0.017378420240970912,3
0.016371822357177733,0.0034310319641895157,0.01123824119567871,0.0033691228724602403,10.0,0.001,"{'model__C': 10, 'model__gamma': 0.001}",0.6707401840005425,0.6717337372662447,0.6895607235142119,0.6402530692196858,0.8154611129308149,0.6975497653863,0.06104923099168686,10
0.01520242691040039,0.0034970212903976585,0.01043872833251953,0.00353124967925826,10.0,0.01,"{'model__C': 10, 'model__gamma': 0.01}",0.7767099567099567,0.8092515592515592,0.7856837606837607,0.7206466137627884,0.7999427286611234,0.7784469238138376,0.03100728912718038,7
0.016820526123046874,0.002736122322142877,0.012379598617553712,0.002971377418467005,10.0,0.1,"{'model__C': 10, 'model__gamma': 0.1}",0.7999470908649342,0.8492113647306988,0.7947103764176935,0.8090919867235656,0.8506493506493507,0.8207220338772487,0.024292998330424833,4
0.027775382995605467,0.0050914471605183085,0.012665987014770508,0.003668250486111622,10.0,1,"{'model__C': 10, 'model__gamma': 1}",0.672094152976506,0.6732230392156863,0.6847657244716068,0.6827982854391306,0.7035714285714286,0.6832905261348717,0.011317655052578094,12
0.02203845977783203,0.00425658308569084,0.008952617645263672,0.001544910683480968,100.0,scale,"{'model__C': 100, 'model__gamma': 'scale'}",0.8045504806068187,0.8690791304345739,0.7841168755919308,0.8351242690058479,0.8362530501799909,0.8258247611638323,0.029183259759715925,2
0.01964406967163086,0.004447253405861704,0.0071051597595214845,0.0006293615287460628,100.0,0.001,"{'model__C': 100, 'model__gamma': 0.001}",0.77002727002727,0.8072720362544752,0.7931345083419731,0.7240505984154357,0.8282808556428223,0.7845530537363954,0.03570282812775797,6
0.015178585052490234,0.0018624689810794479,0.008002614974975586,0.0017519577369261609,100.0,0.01,"{'model__C': 100, 'model__gamma': 0.01}",0.8300000000000001,0.8565258520451862,0.7951030105880852,0.8126916448808134,0.8757527628879623,0.8340146540804094,0.029098893204469616,1
0.020488739013671875,0.002641192531072748,0.009323215484619141,0.0023724146733352432,100.0,0.1,"{'model__C': 100, 'model__gamma': 0.1}",0.7936862957151137,0.8424877063575693,0.7959663733966423,0.7959249735565525,0.8500000000000001,0.8156130698051756,0.025136046999111532,5
0.02626175880432129,0.004149931395658921,0.012676286697387695,0.0025864541576692893,100.0,1,"{'model__C': 100, 'model__gamma': 1}",0.672094152976506,0.6732230392156863,0.6847657244716068,0.6827982854391306,0.7035714285714286,0.6832905261348717,0.011317655052578094,12
