mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,param_model__gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.025848579406738282,0.002349152022936734,0.015654993057250977,0.0029489961469615156,0.1,scale,"{'model__C': 0.1, 'model__gamma': 'scale'}",0.3079171868497711,0.25019183894556285,0.27277733721032693,0.3571010860484545,0.2861027320449173,0.2948180362198065,0.03634284652041272,11
0.02589564323425293,0.003124799092710542,0.016106367111206055,0.002616013820358951,0.1,0.001,"{'model__C': 0.1, 'model__gamma': 0.001}",0.49375427002312383,0.47797091536311187,0.4413076923076923,0.4653283864221364,0.4860331930808789,0.47287889143938866,0.018376596697746446,9
0.02928190231323242,0.004281005408282368,0.014124870300292969,0.002133569592912614,0.1,0.01,"{'model__C': 0.1, 'model__gamma': 0.01}",0.1015625,0.10209424083769633,0.10209424083769633,0.10209424083769633,0.1497326203208556,0.11151556856678893,0.0191096356176936,15
0.03637022972106933,0.005065184476455535,0.015266180038452148,0.0035152602732203254,0.1,0.1,"{'model__C': 0.1, 'model__gamma': 0.1}",0.1015625,0.10209424083769633,0.10209424083769633,0.10209424083769633,0.11482670089858793,0.10453438468233538,0.005150277227645603,18
0.03941655158996582,0.003185920153321066,0.019539690017700194,0.003812517355693902,0.1,1,"{'model__C': 0.1, 'model__gamma': 1}",0.1015625,0.10209424083769633,0.10209424083769633,0.10209424083769633,0.10209424083769633,0.10198789267015707,0.00021269633507853267,19
0.030691242218017577,0.008147335103003236,0.01767287254333496,0.0027355492869772127,1.0,scale,"{'model__C': 1, 'model__gamma': 'scale'}",0.465042057197789,0.43765030553912876,0.5321833712888488,0.4487839643233479,0.4430911310309113,0.4653501658760052,0.03465244062259908,10
0.03499922752380371,0.010261182499325328,0.017085790634155273,0.007132186255263148,1.0,0.001,"{'model__C': 1, 'model__gamma': 0.001}",0.689571479374111,0.6925647451963242,0.6195108610720426,0.6050804093567252,0.6858766233766234,0.6585208236751653,0.038076571941295226,4
0.03346362113952637,0.006503231781522521,0.015018987655639648,0.002664989730098897,1.0,0.01,"{'model__C': 1, 'model__gamma': 0.01}",0.5650378608334335,0.49046628606607723,0.523799393971425,0.47219405003380654,0.5205000284268577,0.5143995238663199,0.03176135002707182,8
0.03572149276733398,0.008959404133692561,0.012467002868652344,0.001659588121346266,1.0,0.1,"{'model__C': 1, 'model__gamma': 0.1}",0.1015625,0.11614509246088194,0.10209424083769633,0.10209424083769633,0.15305068468543162,0.11498935176434125,0.019813373868224796,12
0.03782320022583008,0.0069831932126923815,0.018076324462890626,0.004481204696803978,1.0,1,"{'model__C': 1, 'model__gamma': 1}",0.1015625,0.10209424083769633,0.10209424083769633,0.10209424083769633,0.10209424083769633,0.10198789267015707,0.00021269633507853267,19
0.030597829818725587,0.005917449038148517,0.018192625045776366,0.002234751430460459,10.0,scale,"{'model__C': 10, 'model__gamma': 'scale'}",0.6475651167889951,0.5673218673218674,0.6958922844746275,0.6083918492133988,0.6199657382847038,0.6278273712167185,0.04271503671203315,5
0.028132915496826172,0.0027931819569963034,0.01116023063659668,0.002904331941654864,10.0,0.001,"{'model__C': 10, 'model__gamma': 0.001}",0.7255132811949552,0.734332886087272,0.703305000370654,0.6568081347948185,0.7454854767994155,0.713088955849423,0.031363863299333765,3
0.027580642700195314,0.002199898911798822,0.013511562347412109,0.004519613866272413,10.0,0.01,"{'model__C': 10, 'model__gamma': 0.01}",0.5840538069740107,0.5263394618480234,0.5755445924702439,0.5118719718590297,0.5368464868464868,0.5469312639995588,0.028112932164864674,6
0.03916611671447754,0.004211539424286382,0.016124963760375977,0.004098503867453905,10.0,0.1,"{'model__C': 10, 'model__gamma': 0.1}",0.1015625,0.11614509246088194,0.10209424083769633,0.10209424083769633,0.15305068468543162,0.11498935176434125,0.019813373868224796,12
0.03673534393310547,0.0055986912537453835,0.016368770599365236,0.0032010678878521418,10.0,1,"{'model__C': 10, 'model__gamma': 1}",0.1015625,0.11614509246088194,0.10209424083769633,0.10209424083769633,0.12925861401471156,0.11023093763019723,0.010996210040645129,16
0.01912693977355957,0.0011870340524352315,0.010873126983642577,0.0011205357628294448,100.0,scale,"{'model__C': 100, 'model__gamma': 'scale'}",0.7962623554728818,0.7033119658119658,0.7839877732727716,0.7152137316388842,0.7470076383967241,0.7491566929186455,0.03658040366800965,1
0.03434572219848633,0.004848944264189748,0.011666345596313476,0.002890773316142605,100.0,0.001,"{'model__C': 100, 'model__gamma': 0.001}",0.7191269841269842,0.728594644960903,0.7098556160269608,0.66883034294799,0.7451150779623739,0.7143045332050424,0.025551703812955694,2
0.034630632400512694,0.005776247564717902,0.013445234298706055,0.0016348073937898335,100.0,0.01,"{'model__C': 100, 'model__gamma': 0.01}",0.5840538069740107,0.5263394618480234,0.5755445924702439,0.5118719718590297,0.5368464868464868,0.5469312639995588,0.028112932164864674,6
0.0408595085144043,0.007024800083713481,0.01721348762512207,0.003083443120227337,100.0,0.1,"{'model__C': 100, 'model__gamma': 0.1}",0.1015625,0.11614509246088194,0.10209424083769633,0.10209424083769633,0.15305068468543162,0.11498935176434125,0.019813373868224796,12
0.03221445083618164,0.005569278424287535,0.01702094078063965,0.004032197360140438,100.0,1,"{'model__C': 100, 'model__gamma': 1}",0.1015625,0.11614509246088194,0.10209424083769633,0.10209424083769633,0.12925861401471156,0.11023093763019723,0.010996210040645129,16
